link,case,mean_throughput_mbps,outage_fraction,outage_minutes,min_throughput_mbps,p05_throughput_mbps,mean_sinr_db,min_sinr_db,mean_bler,mean_delay_ms,max_delay_ms
DL,Base,78.96609298892713,0.0,0.0,53.524176466175234,58.716987911927774,15.443118386366367,9.620398909882615,0.03685539093012427,37.71604000645256,103.30627425869503
DL,Worst,75.96757051257426,0.04420731707317073,4.833333333333333,0.0,21.25375898840003,16.60517465470449,-11.180010580111057,0.14892148240175365,51.45890203661091,109.0620496812464
UL,Base,75.69161730039777,0.0,0.0,63.10167312418882,65.39062220495701,14.067454361170892,11.580393017550756,0.005234015781045029,37.71604000645256,103.30627425869503
UL,Worst,52.62333407255123,0.2073170731707317,22.666666666666668,0.0,0.0,5.576691753366605,-37.781725242791985,0.4074202256381112,51.45890203661091,109.0620496812464
E2E,Base,73.99495335284793,0.0,0.0,53.524176466175234,58.716987911927774,13.729231996368584,9.620398909882615,0.037505305806630224,37.71604000645256,103.30627425869503
E2E,Worst,50.570045675890555,0.21646341463414634,23.666666666666668,0.0,0.0,5.134384640661155,-37.781725242791985,0.4516590138324901,51.45890203661091,109.0620496812464
